ID_Cliente,Evasion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Servicio_Telefono,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Backup_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Evasion_Binaria
6786-OBWQR,No,Femenino,0,Sí,Sí,5,Sí,No,Fiber optic,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,80.85,356.1,2.7,0.0
6789-HJBWG,No,Femenino,0,No,No,12,Sí,No,DSL,No,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,49.4,611.65,1.65,0.0
6791-YBNAK,No,Masculino,0,Sí,Sí,18,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,467.85,0.85,0.0
6794-HKIAJ,No,Masculino,0,No,No,62,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,3.02,0.0
6797-LNAQX,Sí,Masculino,0,Sí,Sí,70,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Two year,No,Bank transfer (automatic),98.3,6859.5,3.28,1.0
6797-UCJHZ,No,Femenino,1,Sí,No,66,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,One year,No,Credit card (automatic),104.6,6819.45,3.49,0.0
6804-GDMOI,Sí,Femenino,0,No,No,61,Sí,Sí,Fiber optic,No,No,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,106.6,6428.4,3.55,1.0
6806-YDEUL,No,Femenino,1,No,No,6,Sí,No,Sin internet,,,,,,,Month-to-month,No,Bank transfer (automatic),19.5,106.8,0.65,0.0
6807-HWZBE,,Masculino,0,Sí,No,2,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,No,Month-to-month,Sí,Electronic check,91.45,171.45,3.05,
6807-SIWJI,No,Masculino,0,No,No,38,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,104.85,3887.25,3.49,0.0
6810-VCAEX,No,Femenino,0,No,No,47,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,No,No,One year,No,Credit card (automatic),39.65,1798.65,1.32,0.0
6813-GZQCG,No,Femenino,0,Sí,Sí,45,Sí,Sí,Sin internet,,,,,,,Two year,Sí,Credit card (automatic),24.65,1171.3,0.82,0.0
6814-ZPWFQ,No,Masculino,1,No,No,51,Sí,Sí,Sin internet,,,,,,,One year,No,Bank transfer (automatic),25.0,1260.7,0.83,0.0
6815-ABQFQ,No,Masculino,0,Sí,No,56,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,One year,Sí,Electronic check,107.25,6033.3,3.58,0.0
6817-WTYHE,No,Masculino,0,No,No,2,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,1.5,0.0
6818-DJXAA,No,Femenino,0,No,Sí,10,Sí,No,Fiber optic,No,No,Sí,Sí,Sí,No,Month-to-month,Sí,Electronic check,91.1,964.35,3.04,0.0
6818-WOBHJ,Sí,Femenino,1,Sí,No,68,Sí,Sí,Fiber optic,No,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),89.6,6127.6,2.99,1.0
6820-THWHI,,Femenino,1,Sí,No,72,Sí,Sí,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),24.3,1778.7,0.81,
6821-BUXUX,Sí,Femenino,0,No,No,13,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,96.65,1244.5,3.22,1.0
6821-JPCDC,No,Femenino,0,Sí,No,48,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,Sí,One year,Sí,Electronic check,97.05,4692.95,3.24,0.0
6823-SIDFQ,No,Masculino,0,No,No,28,Sí,No,Sin internet,,,,,,,One year,No,Credit card (automatic),18.25,534.7,0.61,0.0
6825-UYPFK,Sí,Femenino,0,No,No,23,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,2.52,1.0
6827-IEAUQ,No,Femenino,0,Sí,Sí,27,Sí,No,DSL,Sí,Sí,Sí,Sí,No,No,One year,No,Mailed check,66.15,1874.45,2.2,0.0
6828-HMKWP,No,Masculino,0,Sí,Sí,12,Sí,No,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),21.05,262.05,0.7,0.0
6831-CJPWG,,Masculino,0,Sí,No,54,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,No,Electronic check,109.55,6118.95,3.65,
6833-JMZYP,No,Femenino,0,No,No,15,Sí,No,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),94.0,1505.45,3.13,0.0
6834-NXDCA,Sí,Femenino,0,No,No,13,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,23.9,300.8,0.8,1.0
6837-BJYDQ,No,Masculino,0,No,No,3,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,19.6,61.35,0.65,0.0
6837-HAEVO,No,Masculino,0,Sí,Sí,69,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Two year,Sí,Electronic check,105.0,7297.75,3.5,0.0
6838-HVLXG,No,Femenino,0,No,No,12,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.3,246.7,0.68,0.0
6838-YAUVY,No,Femenino,0,No,No,54,Sí,Sí,Fiber optic,No,No,Sí,Sí,No,Sí,Two year,Sí,Bank transfer (automatic),95.1,5064.85,3.17,0.0
6839-ITVZJ,Sí,Femenino,0,Sí,Sí,26,Sí,Sí,DSL,No,Sí,No,Sí,No,No,Month-to-month,Sí,Electronic check,60.05,1616.15,2.0,1.0
6840-RESVB,No,Masculino,0,Sí,Sí,24,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,One year,Sí,Mailed check,84.8,1990.5,2.83,0.0
6840-YEOYJ,,Masculino,0,No,Sí,53,Sí,No,DSL,Sí,Sí,No,Sí,No,No,One year,No,Credit card (automatic),62.85,3419.5,2.1,
6844-DZKRF,No,Masculino,0,No,No,2,Sí,No,DSL,No,No,No,Sí,No,No,Month-to-month,Sí,Credit card (automatic),50.2,109.25,1.67,0.0
6845-RGTYS,Sí,Femenino,0,Sí,No,47,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,Sí,No,Month-to-month,Sí,Electronic check,98.75,4533.7,3.29,1.0
6847-KJLTS,No,Femenino,1,Sí,No,58,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),100.4,5749.8,3.35,0.0
6848-HJTXY,No,Femenino,0,Sí,No,64,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.45,1208.6,0.65,0.0
6848-YLDFR,No,Masculino,0,Sí,Sí,58,Sí,No,DSL,No,Sí,No,Sí,Sí,Sí,One year,Sí,Credit card (automatic),75.2,4300.8,2.51,0.0
6849-OYAMU,Sí,Masculino,0,Sí,Sí,19,Sí,No,Fiber optic,No,Sí,No,Sí,Sí,Sí,One year,No,Bank transfer (automatic),100.0,1888.65,3.33,1.0
6849-WLEYG,Sí,Masculino,0,No,Sí,1,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,19.75,19.75,0.66,1.0
6851-WEFYX,No,Masculino,1,Sí,No,35,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,100.8,3437.5,3.36,0.0
6854-EXGSF,No,Femenino,0,No,No,8,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Bank transfer (automatic),65.5,573.15,2.18,0.0
6855-VLGOS,No,Masculino,0,Sí,Sí,72,Sí,No,Sin internet,,,,,,,Two year,No,Electronic check,20.55,1432.55,0.68,0.0
6856-RAURS,No,Femenino,0,No,No,2,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,74.9,136.05,2.5,0.0
6857-TKDJV,No,Masculino,0,Sí,Sí,67,Sí,Sí,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),24.65,1620.45,0.82,0.0
6857-VWJDT,Sí,Femenino,0,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,No,Mailed check,95.65,95.65,3.19,1.0
6859-QNXIQ,No,Femenino,0,Sí,Sí,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),113.1,8248.5,3.77,0.0
6859-RKMZJ,No,Masculino,0,Sí,No,11,Sí,No,DSL,No,No,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),55.05,608.15,1.84,0.0
6860-YRJZP,No,Masculino,1,No,No,9,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,74.05,678.45,2.47,0.0
6861-OKBCE,Sí,Femenino,0,No,Sí,11,Sí,No,Sin internet,,,,,,,Month-to-month,No,Credit card (automatic),20.1,221.35,0.67,1.0
6861-XWTWQ,Sí,Masculino,1,Sí,No,7,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.25,665.45,3.31,1.0
6862-CQUMB,No,Masculino,0,No,No,37,Sí,No,Fiber optic,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),96.1,3646.8,3.2,0.0
6865-JZNKO,No,Femenino,0,No,No,30,Sí,No,DSL,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),55.3,1530.6,1.84,0.0
6867-ACCZI,No,Femenino,0,Sí,Sí,24,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,No,Sí,Two year,Sí,Mailed check,52.5,1208.15,1.75,0.0
6869-FGJJC,No,Masculino,0,No,No,68,Sí,No,Fiber optic,No,Sí,Sí,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,2.65,0.0
6870-ECSHE,No,Femenino,0,No,No,2,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,20.45,34.8,0.68,0.0
6870-ZWMNX,No,Masculino,0,Sí,No,70,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,No,Two year,No,Credit card (automatic),76.1,5264.25,2.54,0.0
6872-HXFNF,No,Femenino,0,Sí,No,64,Sí,Sí,DSL,No,No,Sí,Sí,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,1.94,0.0
6873-UDNLD,No,Masculino,0,No,No,40,Sí,No,DSL,Sí,No,Sí,No,No,Sí,Month-to-month,No,Electronic check,67.45,2731.0,2.25,0.0
6874-SGLHU,No,Masculino,0,No,No,30,Sí,No,Fiber optic,No,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),97.0,3021.3,3.23,0.0
6876-ADESB,Sí,Masculino,0,No,Sí,1,Sí,No,DSL,No,No,Sí,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,1.63,1.0
6877-LGWXO,Sí,Masculino,1,Sí,No,18,Sí,No,Fiber optic,No,No,No,No,No,Sí,Month-to-month,No,Electronic check,78.55,1422.65,2.62,1.0
6877-TJMBR,Sí,Masculino,0,Sí,No,1,Sí,No,Fiber optic,No,No,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,84.8,84.8,2.83,1.0
6878-GGDWG,No,Femenino,0,Sí,No,32,Sí,No,Sin internet,,,,,,,Month-to-month,No,Bank transfer (automatic),19.4,641.15,0.65,0.0
6885-PKOAM,No,Femenino,0,Sí,No,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),85.75,6223.8,2.86,0.0
6888-SBYAI,No,Masculino,0,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Month-to-month,Sí,Mailed check,50.7,50.7,1.69,0.0
6890-PFRQX,No,Masculino,0,No,No,18,Sí,Sí,DSL,Sí,No,Sí,No,Sí,No,Month-to-month,No,Mailed check,69.5,1199.4,2.32,0.0
6891-JPYFF,No,Femenino,0,Sí,Sí,48,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),105.25,4997.5,3.51,0.0
6892-BOGQE,No,Femenino,0,Sí,No,71,Sí,No,Sin internet,,,,,,,Two year,Sí,Bank transfer (automatic),20.9,1493.2,0.7,0.0
6892-EZDTG,Sí,Femenino,0,Sí,No,4,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,91.65,365.4,3.06,1.0
6892-XPFPU,Sí,Masculino,1,Sí,No,24,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,104.25,2433.9,3.48,1.0
6893-ODYYE,No,Masculino,0,No,No,50,Sí,No,Fiber optic,Sí,Sí,Sí,Sí,No,No,One year,Sí,Credit card (automatic),90.1,4549.45,3.0,0.0
6894-LFHLY,Sí,Masculino,1,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,75.75,75.75,2.52,1.0
6895-ZJKIO,,Femenino,0,No,No,1,Sí,No,Sin internet,,,,,,,Month-to-month,No,Bank transfer (automatic),19.9,19.9,0.66,
6896-SRVYQ,No,Masculino,1,No,No,44,Sí,No,Fiber optic,No,No,Sí,No,No,No,Month-to-month,No,Electronic check,73.85,3122.4,2.46,0.0
6897-RWMUB,No,Masculino,0,Sí,Sí,61,Sí,No,DSL,Sí,Sí,Sí,Sí,No,No,Two year,Sí,Bank transfer (automatic),68.05,4158.25,2.27,0.0
6897-UUBNU,No,Masculino,0,No,No,29,Sí,No,Fiber optic,No,Sí,No,Sí,Sí,No,Month-to-month,No,Mailed check,89.65,2623.65,2.99,0.0
6898-MDLZW,No,Masculino,0,No,No,12,Sí,No,DSL,No,Sí,No,Sí,No,No,Month-to-month,Sí,Mailed check,53.75,648.65,1.79,0.0
6898-RBTLU,No,Femenino,0,Sí,Sí,49,Sí,Sí,DSL,No,Sí,No,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),79.3,3902.45,2.64,0.0
6899-PPEEA,Sí,Femenino,1,No,No,37,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,96.55,3580.3,3.22,1.0
6900-PXRMS,Sí,Masculino,1,Sí,Sí,26,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,No,Electronic check,105.75,2710.25,3.52,1.0
6900-RBKER,No,Masculino,0,No,No,52,Sí,Sí,Fiber optic,No,No,Sí,No,No,Sí,Two year,Sí,Credit card (automatic),89.45,4577.75,2.98,0.0
6901-GOGZG,No,Masculino,0,No,Sí,60,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,84.95,4984.85,2.83,0.0
6904-JLBGY,No,Femenino,1,No,No,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),117.35,8436.25,3.91,0.0
6905-NIQIN,Sí,Masculino,0,No,No,1,Sí,No,DSL,No,Sí,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,1.69,1.0
6906-ANDWJ,Sí,Masculino,0,Sí,Sí,15,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),74.9,1107.25,2.5,1.0
6906-MPARY,No,Masculino,0,No,No,40,Sí,No,Fiber optic,No,Sí,No,Sí,No,Sí,One year,Sí,Credit card (automatic),89.6,3488.15,2.99,0.0
6907-CQGPN,No,Masculino,0,No,No,29,No,Sin servicio telefónico,DSL,No,Sí,No,Sí,No,No,Month-to-month,No,Electronic check,34.3,1004.75,1.14,0.0
6907-FLBER,No,Masculino,0,No,No,1,Sí,Sí,DSL,No,Sí,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,1.81,0.0
6907-NZZIJ,Sí,Femenino,0,No,No,36,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.15,3615.6,3.3,1.0
6908-VVYHM,No,Masculino,0,Sí,No,65,Sí,Sí,Fiber optic,No,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,90.65,5931.0,3.02,0.0
6910-HADCM,Sí,Femenino,0,No,No,1,Sí,No,Fiber optic,No,No,Sí,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,2.54,1.0
6916-HIJSE,No,Femenino,0,No,No,65,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),84.85,5459.2,2.83,0.0
6917-FIJHC,No,Femenino,0,Sí,No,72,Sí,Sí,Sin internet,,,,,,,Two year,Sí,Mailed check,26.0,1776.0,0.87,0.0
6917-IAYHD,No,Masculino,0,No,Sí,1,No,Sin servicio telefónico,DSL,No,Sí,No,Sí,No,No,Month-to-month,No,Mailed check,33.6,33.6,1.12,0.0
6917-YACBP,No,Femenino,1,No,No,59,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,89.75,5496.9,2.99,0.0
6918-UMQCG,No,Femenino,0,No,No,5,Sí,No,Fiber optic,No,No,No,No,Sí,No,Month-to-month,No,Electronic check,80.2,384.25,2.67,0.0
6919-ELBGL,No,Masculino,1,Sí,Sí,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),114.95,8196.4,3.83,0.0
6921-OZMFH,No,Masculino,0,Sí,Sí,5,Sí,Sí,DSL,No,No,No,Sí,No,No,Month-to-month,Sí,Mailed check,55.7,259.4,1.86,0.0
6922-NCEDI,No,Masculino,0,No,Sí,56,Sí,No,Sin internet,,,,,,,One year,Sí,Mailed check,21.2,1238.65,0.71,0.0
6923-AQONU,No,Masculino,0,Sí,Sí,23,Sí,No,Sin internet,,,,,,,Two year,No,Mailed check,20.9,454.0,0.7,0.0
6923-EFPNL,Sí,Masculino,0,No,No,4,Sí,Sí,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,1.72,1.0
6923-JHPMP,No,Femenino,0,No,No,2,Sí,No,Fiber optic,Sí,No,Sí,No,No,No,Month-to-month,Sí,Electronic check,80.45,137.1,2.68,0.0
6924-TDGMT,No,Masculino,0,Sí,No,11,Sí,No,Sin internet,,,,,,,One year,Sí,Mailed check,20.55,184.95,0.68,0.0
6925-BAYGL,No,Femenino,1,Sí,No,53,Sí,Sí,Sin internet,,,,,,,Two year,No,Credit card (automatic),25.1,1275.6,0.84,0.0
6927-WTFIV,Sí,Masculino,1,No,No,20,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,1389.2,2.38,1.0
6928-ONTRW,No,Femenino,0,Sí,Sí,72,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.7,1379.8,0.66,0.0
6933-FHBZC,No,Femenino,0,No,No,26,Sí,No,DSL,No,Sí,Sí,No,No,No,One year,Sí,Mailed check,56.05,1553.2,1.87,0.0
6933-VLYFX,No,Masculino,0,Sí,Sí,31,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí,One year,No,Electronic check,59.95,1848.8,2.0,0.0
6937-GCDGQ,No,Masculino,0,Sí,Sí,19,Sí,No,DSL,Sí,No,No,No,No,No,One year,Sí,Bank transfer (automatic),48.95,955.6,1.63,0.0
6941-KXRRV,No,Femenino,1,Sí,No,48,Sí,No,DSL,No,Sí,No,No,No,Sí,One year,Sí,Bank transfer (automatic),58.95,2789.7,1.96,0.0
6941-PMGEP,Sí,Femenino,0,No,No,5,Sí,No,Fiber optic,No,No,No,No,No,Sí,Month-to-month,Sí,Electronic check,80.0,412.5,2.67,1.0
6942-LBFDP,No,Femenino,0,No,No,2,Sí,No,Sin internet,,,,,,,Month-to-month,Sí,Mailed check,20.55,33.6,0.68,0.0
6946-LMSQS,Sí,Masculino,1,Sí,No,25,Sí,Sí,Fiber optic,Sí,No,No,No,No,Sí,One year,Sí,Electronic check,89.05,2177.45,2.97,1.0
6950-TWMYB,No,Masculino,0,Sí,Sí,54,Sí,No,Fiber optic,No,Sí,No,Sí,No,No,Two year,Sí,Bank transfer (automatic),79.95,4362.05,2.66,0.0
6952-OMNWB,No,Masculino,1,Sí,No,68,Sí,Sí,Fiber optic,No,No,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),80.35,5589.3,2.68,0.0
6953-PBDIN,No,Masculino,0,Sí,No,70,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,No,Two year,No,Bank transfer (automatic),72.95,5265.55,2.43,0.0
6954-OOYZZ,No,Masculino,0,Sí,No,18,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),44.35,768.05,1.48,0.0
6956-SMUCM,Sí,Femenino,0,No,No,3,Sí,No,Fiber optic,Sí,No,Sí,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),99.0,287.4,3.3,1.0
6959-GQEGV,No,Masculino,0,No,No,45,Sí,No,DSL,Sí,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,75.95,3273.8,2.53,0.0
6959-UWKHF,Sí,Masculino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,42.9,42.9,1.43,1.0
6960-HVYXR,Sí,Femenino,0,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,2.53,1.0
6961-MJKBO,No,Masculino,0,No,No,47,Sí,No,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),20.45,943.0,0.68,0.0
6961-VCPMC,Sí,Masculino,1,Sí,No,46,Sí,No,Fiber optic,No,No,No,No,No,Sí,Month-to-month,Sí,Electronic check,80.4,3605.2,2.68,1.0
6963-EZQEE,No,Masculino,1,Sí,No,70,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),88.55,6306.5,2.95,0.0
6963-KQYQB,No,Femenino,0,Sí,Sí,70,Sí,Sí,Sin internet,,,,,,,Two year,No,Mailed check,24.05,1764.75,0.8,0.0
6967-PEJLL,No,Masculino,0,Sí,Sí,37,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,No,No,One year,Sí,Electronic check,40.2,1525.35,1.34,0.0
6967-QIQRV,No,Masculino,0,Sí,Sí,15,Sí,No,Fiber optic,Sí,No,No,Sí,Sí,Sí,One year,No,Electronic check,101.9,1667.25,3.4,0.0
6968-GMKPR,No,Femenino,0,No,No,55,Sí,No,Fiber optic,No,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,81.55,4509.5,2.72,0.0
6968-MHOMU,No,Masculino,0,Sí,No,58,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,Sí,One year,Sí,Credit card (automatic),45.0,2689.35,1.5,0.0
6968-URWQU,No,Masculino,0,Sí,No,43,Sí,No,DSL,No,No,No,No,Sí,No,One year,Sí,Mailed check,56.35,2391.15,1.88,0.0
6969-MVBAI,No,Femenino,1,No,No,9,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,No,Month-to-month,Sí,Electronic check,90.1,816.8,3.0,0.0
6972-SNKKW,No,Femenino,0,No,No,6,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.0,109.2,0.67,0.0
6974-DAFLI,No,Femenino,0,Sí,No,55,Sí,No,Sin internet,,,,,,,One year,No,Electronic check,19.7,1140.05,0.66,0.0
6976-BWGLQ,No,Femenino,0,Sí,Sí,72,Sí,Sí,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),25.2,1787.35,0.84,0.0
6979-TNDEU,No,Femenino,0,No,No,8,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,19.2,156.85,0.64,0.0
6979-ZNSFF,Sí,Femenino,0,No,No,8,Sí,Sí,Fiber optic,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,87.05,762.1,2.9,1.0
6980-CDGFC,No,Femenino,0,Sí,No,67,Sí,No,Sin internet,,,,,,,One year,Sí,Bank transfer (automatic),20.85,1327.4,0.7,0.0
6980-IMXXE,No,Femenino,0,Sí,Sí,69,Sí,No,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),20.2,1412.65,0.67,0.0
6981-TDRFT,No,Masculino,0,Sí,Sí,44,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,54.3,2317.1,1.81,0.0
6982-SSHFK,Sí,Masculino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1.48,1.0
6982-UQZLY,Sí,Femenino,1,Sí,No,1,Sí,No,Sin internet,,,,,,,Month-to-month,Sí,Mailed check,20.85,20.85,0.7,1.0
6985-HAYWX,No,Femenino,0,Sí,No,26,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,2.64,0.0
6986-IJDHX,Sí,Masculino,0,Sí,Sí,39,Sí,No,Fiber optic,No,Sí,No,No,Sí,No,Month-to-month,Sí,Mailed check,86.3,3266.0,2.88,1.0
6986-IXNDM,No,Masculino,0,No,No,14,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,92.9,1337.45,3.1,0.0
6987-XQSJT,Sí,Femenino,1,No,No,54,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,79.5,4370.25,2.65,1.0
6988-CJEYV,No,Masculino,0,No,No,49,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Month-to-month,No,Electronic check,98.7,4920.55,3.29,0.0
6990-YNRIO,Sí,Masculino,0,Sí,Sí,65,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),108.65,6937.95,3.62,1.0
6992-TKNYO,No,Masculino,0,Sí,No,38,Sí,Sí,DSL,No,No,Sí,Sí,No,Sí,One year,No,Credit card (automatic),69.0,2669.45,2.3,0.0
6993-OHLXR,Sí,Femenino,0,No,No,2,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,2.3,1.0
6993-YCOBK,No,Masculino,0,Sí,Sí,60,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,110.6,6586.85,3.69,0.0
6993-YGFJV,No,Masculino,0,Sí,No,69,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),112.55,7806.5,3.75,0.0
6994-FGRHH,No,Masculino,0,Sí,Sí,70,Sí,No,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,106.15,7475.1,3.54,0.0
6994-KERXL,No,Masculino,0,No,No,4,Sí,No,DSL,No,No,No,No,No,Sí,Month-to-month,Sí,Electronic check,55.9,238.5,1.86,0.0
6994-ORCWG,No,Femenino,0,No,No,14,Sí,Sí,DSL,No,Sí,No,No,No,No,One year,Sí,Mailed check,54.25,773.2,1.81,0.0
6996-KNSML,Sí,Femenino,0,No,No,1,Sí,No,Fiber optic,No,No,Sí,No,No,No,Month-to-month,Sí,Electronic check,74.9,74.9,2.5,1.0
6997-UVGOX,No,Masculino,0,Sí,Sí,71,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),85.45,6029.9,2.85,0.0
